R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
P;Frattali;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Contini;Napoli;1;6;6;0;0;0;0;0;0;0;0;0;0
P;Brancolini;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Bleve;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Berardi A.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Gemello;Torino;2;5;2,5;0;5;0;0;0;0;0;0;0;0
P;Boer;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Adamonis;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Piana;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Bagnolini;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Luis Maximiano;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Martinelli T.;Fiorentina;1;6,5;4,5;0;2;0;0;0;0;0;0;0;0
P;Popa;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Stubljar;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Stankovic F.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Gori;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Christensen O.;Fiorentina;4;5,5;3,25;0;9;0;0;0;0;0;0;0;0
P;Borbei;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Palmisani;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Nava;Milan;1;5,5;4,5;0;1;0;0;0;0;0;0;0;0
P;Gasperini T.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Samooja;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Stolz;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Dimarco;Inter;30;6,48;7,18;5;0;0;0;0;0;6;0;0;0
D;Zortea;Frosinone;19;6,16;6,63;2;0;0;0;0;0;5;4;0;0
D;Dumfries;Inter;30;6,1;6,53;4;0;0;0;0;0;3;2;1;0
D;Buongiorno;Torino;29;6,31;6,5;3;0;0;0;0;0;0;7;0;0
D;Hernandez T.;Milan;32;6,17;6,45;5;0;0;2;1;1;3;10;1;0
D;Acerbi;Inter;29;6,17;6,5;3;0;0;0;0;0;1;1;0;0
D;Bastoni;Inter;28;6,32;6,45;1;0;0;0;0;0;3;5;0;0
D;Bremer;Juventus;36;6,24;6,36;3;0;0;0;0;0;0;9;0;0
D;Bellanova;Torino;36;6,14;6,35;1;0;0;0;0;0;7;5;0;0
D;Carlos Augusto;Inter;35;6,14;6,21;0;0;0;0;0;0;3;1;0;0
D;Darmian;Inter;32;6,14;6,33;2;0;0;0;0;0;1;2;0;0
D;Calafiori;Bologna;27;6,35;6,57;2;0;0;0;0;0;4;4;0;1
D;Martinez Quarta;Fiorentina;28;6,04;6,41;5;0;0;0;0;0;0;9;0;0
D;Dragusin;Genoa;19;6,11;6,45;2;0;0;0;0;0;1;1;0;0
D;Vasquez;Genoa;35;6,16;6,19;1;0;0;0;0;0;1;6;0;0
D;Bisseck;Inter;11;6,36;7;2;0;0;0;0;0;1;0;0;0
D;Rodriguez R.;Torino;35;6,11;6,17;1;0;0;0;0;0;1;4;0;0
D;Di Lorenzo;Napoli;36;6,07;6,21;1;0;0;0;0;0;5;6;0;0
D;Tomori;Milan;25;6;6,32;4;0;0;0;0;0;0;6;1;0
D;Scalvini;Atalanta;33;6,06;6,2;1;0;0;0;0;0;3;3;0;0
D;Luperto;Empoli;38;6;6,05;1;0;0;0;0;0;1;4;0;0
D;Mancini;Roma;35;5,99;6,2;4;0;0;0;0;0;0;9;0;0
D;Mina;Cagliari;15;6,03;6,27;2;0;0;1;1;0;0;5;0;0
D;Maehle;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Gendrey;Lecce;37;5,92;6,09;2;0;0;0;0;0;3;5;0;0
D;Posch;Bologna;30;6,1;6,15;1;0;0;0;0;0;2;7;0;0
D;De Vrij;Inter;22;6,27;6,41;1;0;0;0;0;0;0;0;0;0
D;Zappacosta;Atalanta;31;5,92;6,06;2;0;0;0;0;0;1;5;0;0
D;Spinazzola;Roma;23;6,09;6,3;1;0;0;0;0;0;2;0;0;0
D;Pavard;Inter;21;6,29;6,24;0;0;0;0;0;0;2;6;0;0
D;Danilo;Juventus;28;6,09;6,11;1;0;0;0;0;0;1;7;0;0
D;Gallo;Lecce;34;5,94;6;0;0;0;0;0;0;3;2;0;0
D;Ruggeri;Atalanta;33;5,97;6,08;0;0;0;0;0;0;5;3;0;0
D;Cambiaso;Juventus;34;6;6,12;2;0;0;0;0;0;3;10;0;0
D;Kamara H.;Udinese;31;6,06;6,1;1;0;0;0;0;0;0;4;0;0
D;Gatti;Juventus;32;5,97;6,11;4;0;0;0;0;0;0;7;0;2
D;Lucumi';Bologna;29;6,1;6,07;0;0;0;0;0;0;0;2;0;0
D;Kayode;Fiorentina;26;6,06;6,17;1;0;0;0;0;0;1;2;0;0
D;Biraghi;Fiorentina;28;5,96;6,11;2;0;0;1;0;1;5;8;0;0
D;Patric;Lazio;19;6,08;6,29;2;0;0;0;0;0;0;4;0;0
D;Calabria;Milan;29;5,95;6,03;1;0;0;0;0;0;3;3;2;0
D;Florenzi;Milan;27;6;6,19;1;0;0;0;0;0;4;5;0;0
D;Lirola;Frosinone;24;5,75;6,02;2;0;0;0;0;0;1;1;0;0
D;Gosens;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Kolasinac;Atalanta;29;6,03;6,07;1;0;0;0;0;0;0;4;0;0
D;Rrahmani;Napoli;30;5,93;6,15;3;0;0;0;0;0;0;5;0;0
D;Angelino;Roma;16;5,94;5,88;0;0;0;0;0;0;2;2;0;1
D;Kristiansen;Bologna;30;5,97;6;0;0;0;0;0;0;3;4;0;0
D;Rugani;Juventus;14;6,11;6,46;2;0;0;0;0;0;0;2;0;0
D;De Silvestri;Bologna;12;6,17;6,67;2;0;0;0;0;0;0;0;0;0
D;Djimsiti;Atalanta;36;5,94;5,92;0;0;0;0;0;0;1;4;0;0
D;Bani;Genoa;27;6,02;6,07;2;0;0;0;0;0;0;9;0;0
D;Demiral;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Lazaro;Torino;30;6,02;6,07;0;0;0;0;0;0;3;3;0;0
D;Gabbia;Milan;17;6,06;6,26;2;0;0;0;0;0;0;5;0;0
D;Toljan;Sassuolo;24;5,92;6,06;0;0;0;0;0;0;4;1;0;0
D;Zappa;Cagliari;37;5,8;5,91;1;0;0;0;0;0;2;2;0;0
D;Singo;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Mari';Monza;33;5,98;5,88;0;0;0;0;0;0;0;7;0;0
D;Birindelli;Monza;32;6;5,89;0;0;0;0;0;0;0;7;0;0
D;Bijol;Udinese;24;6,08;6;0;0;0;0;0;0;0;4;0;0
D;Sambia;Salernitana;16;5,91;6,09;1;0;0;0;0;0;2;4;0;0
D;Beukema;Bologna;30;6,02;6,02;1;0;0;0;0;0;0;4;1;0
D;Dossena;Cagliari;35;5,84;5,94;2;0;0;0;0;0;4;5;0;2
D;Romagnoli S.;Frosinone;33;5,83;5,83;1;0;0;0;0;0;0;6;0;0
D;Sabelli;Genoa;31;5,92;5,87;0;0;0;0;0;0;1;5;0;0
D;Lykogiannis;Bologna;18;5,97;6,36;2;0;0;0;0;0;2;2;0;0
D;Magnani;Verona;30;6;5,9;0;0;0;0;0;0;0;6;0;0
D;Smalling;Roma;6;5,83;5,83;0;0;0;0;0;0;0;0;0;0
D;Ibanez;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Augello;Cagliari;32;5,77;5,81;1;0;0;0;0;0;1;5;0;0
D;Monterisi;Frosinone;18;5,83;6,25;2;0;0;0;0;0;2;1;0;0
D;Llorente D.;Roma;29;5,91;5,97;1;0;0;0;0;0;1;5;0;0
D;Pongracic;Lecce;36;5,94;5,81;0;0;0;0;0;0;0;8;1;0
D;Perez N.;Udinese;36;5,94;5,82;0;0;0;0;0;0;0;7;1;0
D;Holm;Atalanta;18;5,94;6,08;1;0;0;0;0;0;1;5;0;0
D;Spence;Genoa;15;6;5,97;0;0;0;0;0;0;0;1;0;0
D;Schuurs;Torino;9;6,11;6,33;1;0;0;0;0;0;0;2;0;0
D;Ehizibue;Udinese;20;5,88;5,82;0;0;0;0;0;0;1;4;0;0
D;Dorgu;Lecce;29;5,9;6;2;0;0;0;0;0;0;6;0;0
D;Manolas;Salernitana;8;5,81;5,81;0;0;0;0;0;0;0;0;0;0
D;Romagnoli;Lazio;28;5,96;5,8;0;0;0;0;0;0;0;9;0;0
D;Bereszynski;Empoli;23;5,85;5,83;0;0;0;0;0;0;1;3;0;0
D;Marusic;Lazio;37;5,72;5,73;1;0;0;0;0;0;0;3;1;0
D;Lazzari;Lazio;24;5,94;5,9;0;0;0;0;0;0;2;4;1;0
D;Rogerio;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Martin;Genoa;20;5,92;5,92;0;0;0;0;0;0;2;2;1;0
D;N'Dicka;Roma;25;5,86;5,86;0;0;0;0;0;0;3;6;0;0
D;Ranieri L.;Fiorentina;25;5,86;5,88;2;0;0;0;0;0;1;14;0;0
D;Kyriakopoulos;Monza;27;5,87;5,93;0;0;0;0;0;0;3;3;0;0
D;Erlic;Sassuolo;32;5,77;5,78;1;0;0;0;0;0;0;5;0;0
D;Vojvoda;Torino;21;5,88;5,95;0;0;0;0;0;0;3;3;0;0
D;Bakker;Atalanta;9;5,72;6;1;0;0;0;0;0;0;1;0;0
D;Mazzocchi;Napoli;25;5,68;5,64;0;0;0;0;0;0;2;4;1;0
D;Zanoli;Salernitana;18;5,83;5,75;0;0;0;0;0;0;2;4;0;1
D;Ostigard;Napoli;20;5,9;6;1;0;0;0;0;0;0;2;0;0
D;Coppola D.;Verona;20;5,85;5,92;2;0;0;0;0;0;0;9;0;0
D;Gila;Lazio;21;6,02;5,93;0;0;0;0;0;0;0;2;1;0
D;Doig;Sassuolo;28;5,82;5,77;0;0;0;0;0;0;2;7;0;0
D;Valeri;Frosinone;15;5,6;5,57;0;0;0;0;0;0;1;3;0;0
D;Hien;Atalanta;22;5,95;5,82;0;0;0;0;0;0;0;4;1;0
D;Vogliacco;Genoa;15;6,03;5,97;0;0;0;0;0;0;1;4;0;0
D;Pierozzi;Salernitana;12;6;6;1;0;0;0;0;0;0;6;0;0
D;Kristensen T.;Udinese;26;5,79;5,75;0;0;0;0;0;0;1;2;1;0
D;Masina;Torino;15;5,87;5,8;0;0;0;0;0;0;0;2;0;0
D;Cuadrado;Inter;10;6,05;6,2;0;0;0;0;0;0;2;1;0;0
D;Ferrari G.;Sassuolo;27;5,56;5,59;1;0;0;0;0;0;0;4;0;0
D;Karsdorp;Roma;18;6,03;6,08;0;0;0;0;0;0;2;2;0;0
D;Boateng J.;Salernitana;6;5,83;5,83;0;0;0;0;0;0;0;0;0;0
D;Walukiewicz;Empoli;27;5,76;5,65;0;0;0;0;0;0;0;6;0;0
D;Carboni A.;Monza;21;5,88;6;1;0;0;0;0;0;0;1;0;0
D;Caldirola;Monza;29;5,79;5,78;1;0;0;0;0;0;0;5;1;0
D;Ismajli;Empoli;25;5,72;5,68;0;0;0;0;0;0;0;2;0;0
D;Bastoni S.;Empoli;12;5,88;6;1;0;0;0;0;0;0;3;0;0
D;Bradaric;Salernitana;34;5,72;5,74;0;0;0;0;0;0;3;5;0;0
D;Haps;Genoa;14;5,93;6;0;0;0;0;0;0;1;0;0;0
D;Viti;Sassuolo;14;5,89;5,96;1;0;0;0;0;0;0;0;0;1
D;De Winter;Genoa;29;5,84;5,74;0;0;0;0;0;0;1;6;1;0
D;Cacace;Empoli;28;5,73;5,66;0;0;0;0;0;0;1;6;0;0
D;Baschirotto;Lecce;37;5,76;5,72;0;0;0;0;0;0;1;3;1;0
D;Olivera;Napoli;22;5,82;5,89;1;0;0;0;0;0;0;3;0;0
D;Cabal;Verona;19;5,82;5,66;0;0;0;0;0;0;0;6;0;0
D;Zemura;Udinese;21;5,86;5,98;1;0;0;0;0;0;0;1;0;0
D;Huijsen;Roma;11;5,86;6,05;2;0;0;0;0;0;0;4;0;1
D;Hysaj;Lazio;20;5,7;5,65;0;0;0;0;0;0;0;2;0;0
D;Izzo;Monza;20;5,82;5,62;0;0;0;0;0;0;0;9;0;0
D;D'Ambrosio;Monza;24;5,79;5,69;0;0;0;0;0;0;0;3;1;0
D;Juan Jesus;Napoli;24;5,69;5,67;1;0;0;0;0;0;0;7;0;0
D;Bonucci;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Goldaniga;Cagliari;13;5,65;5,54;0;0;0;0;0;0;0;3;0;0
D;Alex Sandro;Juventus;10;6;6,25;1;0;0;0;0;0;0;1;0;0
D;Toloi;Atalanta;14;5,89;5,68;0;0;0;0;0;0;0;4;1;0
D;Pereira P.;Monza;19;5,76;5,74;0;0;0;0;0;0;1;3;0;0
D;Ceccherini;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Fazio;Salernitana;17;5,71;5,85;1;0;0;0;0;0;1;3;0;0
D;Biraschi;Genoa;1;6;9;1;0;0;0;0;0;0;0;0;0
D;Hateboer;Atalanta;18;5,83;5,78;0;0;0;0;0;0;1;5;0;0
D;Milenkovic;Fiorentina;30;5,67;5,6;0;0;0;0;0;0;0;4;0;0
D;Marchizza;Frosinone;13;6;6,19;0;0;0;0;0;0;3;1;0;0
D;Kjaer;Milan;15;5,83;5,87;0;0;0;0;0;0;1;1;0;0
D;Pellegrini Lu.;Lazio;17;5,79;5,76;1;0;0;0;0;0;0;5;1;0
D;Okoli;Frosinone;34;5,72;5,62;0;0;0;0;0;0;1;9;0;0
D;Dawidowicz;Verona;26;5,77;5,6;0;0;0;0;0;0;0;5;0;1
D;Celik;Roma;12;5,92;5,88;0;0;0;0;0;0;0;1;0;0
D;Vinagre;Verona;7;5,79;5,79;0;0;0;0;0;0;0;0;0;0
D;Pirola;Salernitana;25;5,5;5,54;1;0;0;0;0;0;0;4;0;0
D;Parisi;Fiorentina;21;5,69;5,64;0;0;0;0;0;0;1;4;0;0
D;Vina;Sassuolo;15;5,7;5,6;0;0;0;0;0;0;3;1;0;2
D;Terracciano F.;Milan;19;5,89;5,89;0;0;0;0;0;0;1;2;0;0
D;Ebosele;Udinese;30;5,83;5,73;0;0;0;0;0;0;0;4;1;0
D;Azzi;Cagliari;22;5,84;5,82;0;0;0;0;0;0;0;1;0;0
D;Ferreira J.;Udinese;30;5,67;5,55;0;0;0;0;0;0;1;9;0;0
D;Centonze;Verona;9;5,67;5,67;0;0;0;0;0;0;1;2;0;0
D;Mario Rui;Napoli;19;5,82;5,74;0;0;0;0;0;0;2;5;1;0
D;Pezzella Giu.;Empoli;15;5,63;5,5;0;0;0;0;0;0;0;4;0;0
D;Bonifazi;Frosinone;6;5,75;5,75;0;0;0;0;0;0;0;0;0;0
D;Djidji;Torino;12;5,96;5,88;0;0;0;0;0;0;0;2;0;0
D;Kalulu;Milan;7;5,86;5,86;0;0;0;0;0;0;0;0;0;0
D;Altare;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Stojanovic;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Casale;Lazio;19;5,68;5,55;0;0;0;0;0;0;0;5;0;0
D;Thiaw;Milan;20;5,68;5,4;0;0;0;0;0;0;0;5;1;1
D;Missori;Sassuolo;6;5,75;5,75;0;0;0;0;0;0;0;0;0;0
D;Kristensen;Roma;26;5,67;5,69;1;0;0;0;0;0;2;5;0;1
D;Pedersen;Sassuolo;23;5,72;5,72;0;0;0;0;0;0;2;4;0;0
D;Gyomber;Salernitana;22;5,36;5,07;0;0;0;0;0;0;0;9;0;1
D;Venuti;Lecce;6;5,5;5,42;0;0;0;0;0;0;0;1;0;0
D;Kabasele;Udinese;10;5,75;5,8;1;0;0;0;0;0;0;5;0;0
D;Lovato;Torino;19;5,53;5,45;0;0;0;0;0;0;0;3;0;0
D;Ballo-Toure';Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Amione;Verona;8;5,69;5,56;0;0;0;0;0;0;0;2;0;0
D;Di Pardo;Cagliari;9;5,67;5,67;0;0;0;0;0;0;0;0;0;0
D;Ebuehi;Empoli;15;5,8;5,87;0;0;0;0;0;0;1;0;0;0
D;Djalo';Juventus;1;6;6;0;0;0;0;0;0;0;0;0;0
D;Daniliuc;Salernitana;11;5,45;5,36;0;0;0;0;0;0;0;2;0;0
D;Soppy;Torino;3;5,83;5,83;0;0;0;0;0;0;0;0;0;0
D;Zima;Torino;3;6;6;0;0;0;0;0;0;0;0;0;0
D;Obert;Cagliari;13;5,35;5,31;0;0;0;0;0;0;0;1;0;0
D;Tressoldi;Sassuolo;23;5,28;5,13;0;0;0;0;0;0;0;5;1;0
D;Hefti;Genoa;5;5,7;5,7;0;0;0;0;0;0;0;0;0;0
D;Cittadini;Genoa;3;6;5,83;0;0;0;0;0;0;0;1;0;0
D;Dodo';Fiorentina;6;5,75;5,75;0;0;0;0;0;0;0;0;0;0
D;Guessand A.;Udinese;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Oyono;Frosinone;14;5,82;5,75;0;0;0;0;0;0;1;4;0;0
D;Matturro;Genoa;3;5,5;4,83;0;0;0;0;0;0;0;0;0;1
D;Gonzalez F.;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Hatzidiakos;Cagliari;13;5,5;5,46;0;0;0;0;0;0;0;1;0;0
D;Bonfanti;Atalanta;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
D;Pellegrino;Salernitana;10;5,35;5,3;0;0;0;0;0;0;0;1;0;0
D;Wieteska;Cagliari;15;5,57;5,5;0;0;0;0;0;0;1;2;1;0
D;Touba;Lecce;6;5,42;5,33;0;0;0;0;0;0;0;1;0;0
D;Bartesaghi;Milan;3;6;6;0;0;0;0;0;0;0;0;0;0
D;Giannetti L.;Udinese;7;5,79;5,64;1;0;0;0;0;0;0;4;0;1
D;Pasalidis;Salernitana;7;5,5;5,36;0;0;0;0;0;0;0;3;0;0
D;Dermaku;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Tonelli;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
D;De Sciglio;Juventus;1;6;6;0;0;0;0;0;0;0;0;0;0
D;Capradossi;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Faraoni;Fiorentina;16;5,72;5,62;0;0;0;0;0;0;1;5;0;0
D;Pajac;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Palomino;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Donati;Monza;1;5;4,5;0;0;0;0;0;0;0;1;0;0
D;Bettella;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Gunter;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Kumbulla;Sassuolo;5;5,4;4,9;0;0;0;0;0;0;0;1;0;1
D;Soumaoro;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Antov;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Amey;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Ebosse;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Abankwah;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Bronn;Salernitana;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
D;Sosa;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Guarino;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Carboni F.;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Flamingo;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Smajlovic;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Szyminski;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Klitten;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
D;N'Guessan;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Natan;Napoli;13;5,81;5,69;0;0;0;0;0;0;0;1;1;0
D;Corazza;Bologna;5;5,9;5,8;0;0;0;0;0;0;0;1;0;0
D;Mateus Lusuardi;Frosinone;3;5,17;5;0;0;0;0;0;0;0;1;0;0
D;Kalaj;Frosinone;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Sazonov;Torino;8;5,75;5,69;0;0;0;0;0;0;0;2;0;0
D;Comuzzo;Fiorentina;2;6;5,75;0;0;0;0;0;0;0;1;0;0
D;Simic J.;Milan;3;6,17;7,17;1;0;0;0;0;0;0;0;0;0
D;Jimenez A.;Milan;1;5;4,5;0;0;0;0;0;0;0;1;0;0
D;Goglichidze;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Ilic M.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
C;Calhanoglu;Inter;32;6,47;7,7;13;0;0;10;10;0;3;5;0;0
C;Gudmundsson A.;Genoa;35;6,47;7,64;14;0;0;5;4;1;4;4;0;0
C;Pulisic;Milan;36;6,33;7,5;12;0;0;0;0;0;7;2;0;0
C;Koopmeiners;Atalanta;34;6,4;7,53;12;0;0;2;2;0;5;5;0;0
C;De Ketelaere;Atalanta;33;6,32;7,39;10;0;0;1;1;0;8;1;0;1
C;Orsolini;Bologna;31;6,16;7,06;10;0;0;3;2;1;2;2;0;0
C;Politano;Napoli;37;6,19;6,89;8;0;0;3;2;1;7;2;1;0
C;Colpani;Monza;38;6,2;6,92;8;0;0;0;0;0;4;1;0;0
C;Candreva;Salernitana;34;6,21;6,87;6;0;0;1;1;0;7;5;0;0
C;Pellegrini Lo.;Roma;29;6,14;6,95;8;0;0;1;1;0;3;7;0;0
C;Frattesi;Inter;28;6,27;7;6;0;0;0;0;0;3;1;0;0
C;Bonaventura;Fiorentina;31;6,21;6,89;8;0;0;1;0;1;3;6;0;0
C;Pasalic;Atalanta;33;6,21;6,89;6;0;0;2;2;0;6;3;0;0
C;Luis Alberto;Lazio;32;6,27;6,84;5;0;0;0;0;0;7;7;0;0
C;Ferguson;Bologna;31;6,39;6,94;6;0;0;0;0;0;3;8;0;0
C;Mkhitaryan;Inter;36;6,4;6,68;2;0;0;0;0;0;6;4;0;0
C;Samardzic;Udinese;33;6,18;6,74;6;0;0;1;1;0;2;3;0;0
C;Fabbian;Bologna;22;6,23;6,86;5;0;0;0;0;0;1;4;0;0
C;Vecino;Lazio;25;6,16;6,78;6;0;0;0;0;0;1;8;0;0
C;Miranchuk;Atalanta;22;6,2;6,82;3;0;0;0;0;0;5;1;0;0
C;Ederson D.s.;Atalanta;36;6,14;6,56;6;0;0;0;0;0;1;8;0;0
C;Felipe Anderson;Lazio;38;6,08;6,59;5;0;0;0;0;0;6;3;0;0
C;Barella;Inter;37;6,38;6,53;2;0;0;0;0;0;3;7;0;0
C;Oudin;Lecce;31;6,18;6,48;3;0;0;0;0;0;2;3;0;0
C;Zaccagni;Lazio;28;6,23;6,77;6;0;0;0;0;0;1;8;0;0
C;Mazzitelli;Frosinone;29;6,1;6,52;5;0;0;0;0;0;0;4;1;0
C;Loftus-Cheek;Milan;29;6,12;6,69;6;0;0;0;0;0;1;5;0;0
C;Gaetano;Cagliari;17;6,12;6,88;5;0;0;1;1;0;0;2;1;0
