R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
P;Consigli;Sassuolo;35;6,04;4,47;0;55;0;0;0;0;0;0;0;0
P;Audero;Sampdoria;25;6,3;4,88;0;39;2;0;0;0;0;1;0;1
P;Gollini;Napoli;7;6,07;5,21;0;6;0;0;0;0;0;0;0;0
P;Perisan;Empoli;7;6,21;4,93;0;9;0;0;0;0;0;0;0;0
P;Tatarusanu;Milan;16;6;4,62;0;22;0;0;0;0;0;0;0;0
P;Cordaz;Inter;1;7;7;0;0;0;0;0;0;0;0;0;0
P;Zoet;Spezia;5;6,2;5,3;0;4;0;0;0;0;0;1;0;0
P;Svilar;Roma;3;6;4,83;0;3;0;0;0;0;0;1;0;0
P;Radu I.;Cremonese;9;6,11;4;0;19;0;0;0;0;0;0;0;0
P;Sarr M.;Cremonese;2;6,25;4,75;0;3;0;0;0;0;0;0;0;0
P;Pegolo;Sassuolo;2;6,25;4,75;0;3;0;0;0;0;0;0;0;0
P;Ravaglia;Sampdoria;9;6,11;3,56;0;23;0;0;0;0;0;0;0;0
P;Turk;Sampdoria;4;6,38;4,12;0;9;0;0;0;0;0;0;0;0
P;Mirante;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Lamanna;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Ujkani;Empoli;1;5,5;4,5;0;1;0;0;0;0;0;0;0;0
P;Berisha;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Marchetti;Spezia;1;5,5;3,5;0;2;0;0;0;0;0;0;0;0
P;Perilli;Verona;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
P;Padelli;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Bardi;Bologna;1;6;6;0;0;0;0;0;0;0;0;0;0
P;Pinsoglio;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Fiorillo;Salernitana;1;6;4;0;2;0;0;0;0;0;0;0;0
P;Satalino;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Cragno;Monza;1;5;2;0;3;0;0;0;0;0;0;0;0
P;Sirigu;Fiorentina;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
P;Rossi F.;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Ravaglia F.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Rosati;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Contini;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Brancolini;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Bleve;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Berardi A.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Russo A.;Sassuolo;1;5;2;0;3;0;0;0;0;0;0;0;0
P;Gemello;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Boer;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Gasparini;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Furlan;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Adamonis;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Marfella;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Zovko;Spezia;1;5,5;3,5;0;2;0;0;0;0;0;0;0;0
P;Molla;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Russo;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Piana;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Bagnolini;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Luis Maximiano;Lazio;1;4;3;0;0;0;0;0;0;0;0;1;0
P;Sorrentino A.;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Ciezkowski;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Micai;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Chiesa M.;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Saro;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Vasquez D.;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
P;Martinelli T.;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Carlos Augusto;Monza;35;6,16;6,76;6;0;0;0;0;0;5;4;0;0
D;Dimarco;Inter;33;6,21;6,7;4;0;0;0;0;0;4;0;0;0
D;Posch;Bologna;30;6,12;6,68;6;0;0;0;0;0;2;6;0;0
D;Di Lorenzo;Napoli;37;6,26;6,58;3;0;0;0;0;0;4;2;0;0
D;Zappacosta;Atalanta;21;6,12;6,64;4;0;0;0;0;0;1;4;0;0
D;Danilo;Juventus;37;6,2;6,46;3;0;0;0;0;0;3;5;0;0
D;Smalling;Roma;32;6,31;6,52;3;0;0;0;0;0;1;7;0;0
D;Molina N.;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Kim;Napoli;35;6,27;6,43;2;0;0;0;0;0;2;5;0;0
D;Romagnoli;Lazio;34;6,21;6,29;2;0;0;0;0;0;0;6;0;0
D;Hernandez T.;Milan;32;6,11;6,41;4;0;0;1;1;0;3;7;0;1
D;Udogie;Udinese;32;6,08;6,41;3;0;0;0;0;0;4;5;0;0
D;Ebuehi;Empoli;25;6,06;6,46;2;0;0;0;0;0;4;0;0;0
D;Mazzocchi;Salernitana;27;6,17;6,46;2;0;0;0;0;0;3;2;0;0
D;Valeri;Cremonese;37;6,08;6,31;2;0;0;0;0;0;4;3;0;0
D;Rrahmani;Napoli;28;6,14;6,36;2;0;0;0;0;0;1;2;0;0
D;Zanoli;Sampdoria;20;6;6,32;2;0;0;0;0;0;2;3;0;0
D;Doig;Verona;21;6,07;6,52;2;0;0;0;0;0;4;1;0;0
D;Gosens;Inter;25;5,96;6,3;3;0;0;0;0;0;0;2;0;0
D;Buongiorno;Torino;34;6,12;6,15;1;0;0;0;0;0;2;8;0;0
D;Bremer;Juventus;30;6,05;6,35;4;0;0;0;0;0;0;6;0;0
D;Baschirotto;Lecce;37;6,07;6,23;3;0;0;0;0;0;0;6;0;0
D;Schuurs;Torino;29;6,21;6,19;0;0;0;0;0;0;2;5;0;0
D;Spinazzola;Roma;26;6,04;6,25;1;0;0;0;0;0;4;3;0;0
D;Mancini;Roma;35;6,11;6,16;1;0;0;0;0;0;2;7;0;0
D;Tomori;Milan;33;6,08;6,09;1;0;0;0;0;0;0;5;0;0
D;Parisi;Empoli;33;6,14;6,14;2;0;0;0;0;0;0;10;1;0
D;Olivera;Napoli;24;6,02;6,27;2;0;0;0;0;0;1;2;0;0
D;Hysaj;Lazio;30;5,97;6,05;1;0;0;0;0;0;1;3;0;0
D;Biraghi;Fiorentina;32;6,05;6,19;2;0;0;1;0;1;4;1;0;1
D;Luperto;Empoli;36;5,93;6,01;2;0;0;0;0;0;0;2;2;0
D;Toloi;Atalanta;32;5,98;6,05;2;0;0;0;0;0;0;8;0;0
D;Bastoni;Inter;29;6,12;6,14;0;0;0;0;0;0;2;3;0;0
D;Depaoli;Verona;33;5,95;6,05;2;0;0;0;0;0;1;8;0;0
D;Darmian;Inter;27;6,06;6,19;1;0;0;0;0;0;2;3;0;0
D;Augello;Sampdoria;37;5,84;6,09;2;0;0;0;0;0;5;3;0;0
D;Bastoni S.;Spezia;18;6,14;6,5;2;0;0;0;0;0;4;7;0;0
D;Maehle;Atalanta;30;5,93;6,18;3;0;0;0;0;0;2;5;1;0
D;Casale;Lazio;29;6;6,03;1;0;0;0;0;0;1;6;0;0
D;Dumfries;Inter;34;5,91;6;1;0;0;0;0;0;4;4;0;1
D;Scalvini;Atalanta;32;5,95;6,03;2;0;0;0;0;0;0;7;0;0
D;Theate;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Perez N.;Udinese;33;6,02;6;2;0;0;0;0;0;0;7;1;1
D;Bijol;Udinese;32;5,88;6,03;3;0;0;0;0;0;1;10;0;0
D;Mario Rui;Napoli;22;6,11;6,25;0;0;0;0;0;0;5;2;1;0
D;Acerbi;Inter;31;6;5,97;0;0;0;0;0;0;1;4;0;0
D;Faraoni;Verona;21;5,95;6,17;2;0;0;0;0;0;2;7;0;0
D;Milenkovic;Fiorentina;27;5,94;6,06;2;0;0;0;0;0;1;4;0;1
D;Rodriguez R.;Torino;34;6;5,96;0;0;0;0;0;0;0;3;0;0
D;Reca;Spezia;30;6,02;6,03;1;0;0;0;0;0;0;5;0;0
D;Kyriakopoulos;Bologna;21;6,05;6,21;1;0;0;0;0;0;3;5;0;0
D;Singo;Torino;28;5,93;6,04;2;0;0;0;0;0;1;8;0;0
D;Mari';Monza;29;5,93;5,97;1;0;0;0;0;0;0;4;0;0
D;Cambiaso;Bologna;31;5,97;6,03;0;0;0;0;0;0;3;2;0;0
D;Dodo';Fiorentina;33;5,88;5,98;1;0;0;0;0;0;3;3;1;0
D;Masina;Udinese;11;5,91;6,36;2;0;0;0;0;0;0;2;0;0
D;Izzo;Monza;29;6,03;5,97;1;0;0;0;0;0;0;10;0;0
D;Calabria;Milan;23;5,96;6,09;1;0;0;0;0;0;3;6;0;0
D;Skriniar;Inter;21;5,79;5,57;0;0;0;0;0;0;0;3;1;1
D;Sernicola;Cremonese;31;5,87;5,95;2;0;0;0;0;0;2;11;0;0
D;Terzic;Fiorentina;17;6,03;6,21;1;0;0;0;0;0;1;2;0;0
D;Rodrigo Becao;Udinese;28;6,05;6;2;0;0;0;0;0;1;11;1;1
D;Pirola;Salernitana;25;5,78;5,94;2;0;0;0;0;0;0;4;0;0
D;Caldirola;Monza;30;5,93;6,03;2;0;0;0;0;0;0;6;0;0
D;Juan Jesus;Napoli;12;6,08;6,25;1;0;0;0;0;0;0;2;0;0
D;Bonucci;Juventus;11;6,05;6;1;0;0;1;0;1;0;1;0;0
D;De Vrij;Inter;25;5,94;5,98;1;0;0;0;0;0;0;4;0;0
D;Djimsiti;Atalanta;22;5,91;5,89;0;0;0;0;0;0;1;3;0;0
D;Marusic;Lazio;33;6,02;5,92;0;0;0;0;0;0;2;8;1;0
D;Djidji;Torino;32;5,77;5,81;1;0;0;0;0;0;0;3;0;0
D;Ibanez;Roma;33;5,79;5,83;3;0;0;0;0;0;0;9;1;1
D;Kalulu;Milan;32;5,75;5,78;1;0;0;0;0;0;0;4;0;0
D;Vojvoda;Torino;27;5,85;5,98;0;0;0;0;0;0;5;3;0;0
D;Llorente D.;Roma;8;6,06;6,06;0;0;0;0;0;0;0;0;0;0
D;Martinez Quarta;Fiorentina;27;5,94;5,98;1;0;0;0;0;0;1;6;0;0
D;Kiwior;Spezia;17;5,91;5,82;0;0;0;0;0;0;0;3;0;0
D;Gendrey;Lecce;36;5,88;5,85;0;0;0;0;0;0;1;4;0;0
D;Hien;Verona;32;5,94;5,8;0;0;0;0;0;0;0;9;0;0
D;Patric;Lazio;17;6,12;6,09;0;0;0;0;0;0;0;1;0;0
D;Gyomber;Salernitana;23;6;5,93;0;0;0;0;0;0;1;5;0;0
D;Rogerio;Sassuolo;35;5,77;5,76;0;0;0;0;0;0;3;5;1;0
D;Umtiti;Lecce;24;5,98;5,81;0;0;0;0;0;0;0;8;0;0
D;Troost-Ekong;Salernitana;8;5,94;6,25;1;0;0;0;0;0;0;1;0;0
D;Nikolaou;Spezia;34;5,69;5,63;1;0;0;0;0;0;0;8;1;0
D;Demiral;Atalanta;22;5,95;5,98;1;0;0;0;0;0;0;5;0;0
D;Lazaro;Torino;20;6;6,05;0;0;0;0;0;0;3;4;0;0
D;Zortea;Sassuolo;15;6;6,1;1;0;0;0;0;0;1;5;0;0
D;Ampadu;Spezia;31;5,92;5,79;0;0;0;0;0;0;1;8;1;0
D;Vasquez;Cremonese;23;5,78;5,76;1;0;0;0;0;0;0;7;0;0
D;Bradaric;Salernitana;30;5,75;5,77;0;0;0;0;0;0;3;5;0;0
D;Viti;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Lochoshvili;Cremonese;24;5,81;5,9;1;0;0;0;0;0;1;4;0;0
D;Ehizibue;Udinese;21;5,79;5,93;2;0;0;0;0;0;0;7;0;0
D;Thiaw;Milan;19;5,92;5,79;0;0;0;0;0;0;0;5;0;0
D;D'ambrosio;Inter;13;5,96;5,96;0;0;0;0;0;0;2;2;1;0
D;Medel;Bologna;23;5,93;5,87;0;0;0;0;0;0;1;5;0;0
D;De Silvestri;Bologna;13;5,92;5,96;1;0;0;0;0;0;0;1;0;1
D;Ceccherini;Verona;20;5,88;5,9;2;0;0;0;0;0;0;9;1;0
D;Ferrari G.;Sassuolo;27;5,8;5,81;1;0;0;0;0;0;0;5;0;0
D;Lykogiannis;Bologna;19;5,97;6,21;2;0;0;0;0;0;0;3;0;0
D;Colley;Sampdoria;16;5,75;5,78;1;0;0;0;0;0;0;5;0;0
D;Aina;Torino;16;6;6,09;1;0;0;0;0;0;1;5;0;0
D;Ranieri L.;Fiorentina;8;6,25;6,19;0;0;0;0;0;0;0;1;0;0
D;Toljan;Sassuolo;31;5,69;5,68;0;0;0;0;0;0;1;3;0;0
D;Gallo;Lecce;31;5,82;5,65;0;0;0;0;0;0;1;3;1;2
D;Bellanova;Inter;11;6;6;0;0;0;0;0;0;0;0;0;0
D;Soumaoro;Bologna;23;6;5,89;0;0;0;0;0;0;0;3;1;0
D;Ismajli;Empoli;25;6;5,86;0;0;0;0;0;0;0;3;0;1
D;Ballo-Toure';Milan;7;5,86;6,29;1;0;0;0;0;0;0;0;0;0
D;Amione;Sampdoria;27;5,69;5,63;1;0;0;0;0;0;1;9;1;0
D;Holm;Spezia;18;6,06;6,17;1;0;0;0;0;0;1;4;0;0
D;Gatti;Juventus;16;5,94;5,81;0;0;0;0;0;0;0;4;0;0
D;Birindelli;Monza;30;5,83;5,77;0;0;0;0;0;0;2;8;0;0
D;Ebosele;Udinese;10;6;6;0;0;0;0;0;0;1;4;0;0
D;Sambia;Salernitana;13;5,88;5,92;0;0;0;0;0;0;1;3;0;0
D;Lucumi';Bologna;33;5,83;5,68;0;0;0;0;0;0;1;8;0;1
D;Ferrari A.;Cremonese;27;5,7;5,59;0;0;0;0;0;0;0;6;0;0
D;Ranocchia;Monza;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Chiriches;Cremonese;15;6;5,8;0;0;0;0;0;0;0;2;0;1
D;Pereira P.;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Palomino;Atalanta;14;5,82;5,75;1;0;0;0;0;0;0;4;0;1
D;Bonifazi;Bologna;13;5,73;5,65;0;0;0;0;0;0;0;2;0;0
D;Lazzari;Lazio;26;6;5,77;0;0;0;0;0;0;0;8;0;1
D;Nuytinck;Sampdoria;24;5,75;5,69;0;0;0;0;0;0;1;5;0;0
D;Gunter;Sampdoria;23;5,63;5,7;1;0;0;0;0;0;1;5;0;0
D;Magnani;Verona;24;5,81;5,58;0;0;0;0;0;0;1;7;1;1
D;Zeegelaar;Udinese;6;5,75;6;1;0;0;0;0;0;0;1;1;0
D;Igor;Fiorentina;26;5,73;5,54;0;0;0;0;0;0;0;8;1;0
D;Dawidowicz;Verona;22;5,8;5,8;1;0;0;0;0;0;1;6;1;0
D;Celik;Roma;21;5,81;5,69;0;0;0;0;0;0;1;5;1;0
D;Stojanovic;Empoli;23;5,7;5,67;0;0;0;0;0;0;1;3;0;0
D;Amian;Spezia;30;5,65;5,53;0;0;0;0;0;0;0;5;1;0
D;Daniliuc;Salernitana;27;5,69;5,5;0;0;0;0;0;0;0;10;0;0
D;Kasius;Bologna;6;6;6,25;0;0;0;0;0;0;2;1;0;0
D;Aiwu;Cremonese;22;5,61;5,55;0;0;0;0;0;0;0;3;0;0
D;Wisniewski;Spezia;11;5,73;5,5;1;0;0;0;0;0;0;3;0;2
D;Ghiglione;Cremonese;11;5,82;6;1;0;0;0;0;0;1;4;0;0
D;Rugani;Juventus;7;6;6;0;0;0;0;0;0;0;0;0;0
D;De Sciglio;Juventus;17;5,76;5,76;0;0;0;0;0;0;0;0;0;0
D;Bianchetti;Cremonese;25;5,58;5,6;1;0;0;0;0;0;0;5;0;0
D;Alex Sandro;Juventus;23;5,61;5,52;0;0;0;0;0;0;1;4;1;0
D;Murru;Sampdoria;17;5,56;5,47;0;0;0;0;0;0;0;3;0;0
D;Sampirisi;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Bereszynski;Napoli;17;5,71;5,71;0;0;0;0;0;0;1;2;0;0
D;Hateboer;Atalanta;17;5,88;5,91;1;0;0;0;0;0;1;7;0;0
D;Venuti;Fiorentina;16;5,72;5,66;0;0;0;0;0;0;0;2;0;0
D;Gravillon;Torino;5;5,9;5,7;0;0;0;0;0;0;0;2;0;0
D;Leverbe;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Hristov;Spezia;8;5,69;5,69;0;0;0;0;0;0;0;0;0;0
D;Marlon;Monza;24;5,73;5,46;0;0;0;0;0;0;0;7;1;1
D;Kjaer;Milan;14;5,96;5,82;0;0;0;0;0;0;0;4;0;0
D;Pellegrini Lu.;Lazio;3;6,17;5,83;0;0;0;0;0;0;0;3;0;0
D;Calabresi;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Walukiewicz;Empoli;9;5,89;5,89;0;0;0;0;0;0;0;0;0;0
D;Okoli;Atalanta;14;5,71;5,61;0;0;0;0;0;0;0;3;0;0
D;Benkovic;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Lovato;Salernitana;14;5,57;5,5;0;0;0;0;0;0;0;2;0;0
D;Frabotta;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Ayhan;Sassuolo;8;5,62;5,56;0;0;0;0;0;0;0;1;0;0
D;Erlic;Sassuolo;27;5,7;5,59;0;0;0;0;0;0;0;2;0;1
D;Ceccaroni;Lecce;2;6;6;0;0;0;0;0;0;0;0;0;0
D;Coppola D.;Verona;16;5,81;5,66;0;0;0;0;0;0;0;5;0;0
D;Cacace;Empoli;10;5,65;5,6;0;0;0;0;0;0;0;1;0;0
D;Ravanelli;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Quagliata;Cremonese;16;5,75;5,75;0;0;0;0;0;0;1;0;1;0
D;Abankwah;Udinese;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
D;Guessand A.;Udinese;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
D;Cabal;Verona;9;5,89;5,72;0;0;0;0;0;0;0;3;0;0
D;Oikonomou;Sampdoria;6;5,83;5,58;0;0;0;0;0;0;0;3;0;0
D;Gagliolo;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Radovanovic;Salernitana;10;5,4;5,25;0;0;0;0;0;0;0;1;1;0
D;Dermaku;Lecce;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Tonelli;Empoli;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Murillo;Sampdoria;16;5,53;5,22;0;0;0;0;0;0;0;4;1;1
D;Pezzella Giu.;Lecce;14;5,71;5,71;0;0;0;0;0;0;1;2;0;0
D;Fazio;Salernitana;12;5,67;5,79;1;0;0;0;0;0;0;1;1;0
D;Karsdorp;Roma;12;5,71;5,71;0;0;0;0;0;0;0;0;0;0
D;Marchizza;Sassuolo;5;6,1;6;0;0;0;0;0;0;0;1;0;0
D;Romagna;Sassuolo;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Donati;Monza;8;5,81;5,94;1;0;0;0;0;0;0;2;1;0
D;Retsos;Verona;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Dijks;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Gabbia;Milan;9;5,5;5,39;0;0;0;0;0;0;0;2;0;0
D;Tuia;Lecce;7;6,07;6;0;0;0;0;0;0;0;1;0;0
D;Ferrer;Spezia;4;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Dest;Milan;7;5,64;5,64;0;0;0;0;0;0;0;0;0;0
D;Ruggeri;Atalanta;10;5,85;5,8;0;0;0;0;0;0;1;3;0;0
D;Antov;Monza;6;5,42;5,25;0;0;0;0;0;0;0;2;0;0
D;Pongracic;Lecce;9;6;5,89;0;0;0;0;0;0;0;2;0;0
D;Soppy;Atalanta;12;5,75;5,88;0;0;0;0;0;0;3;3;0;0
D;Tressoldi;Sassuolo;21;5,64;5,21;0;0;0;0;0;0;0;9;3;1
D;Ostigard;Napoli;6;6;5,92;0;0;0;0;0;0;0;1;0;0
D;Gila;Lazio;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Bayeye;Torino;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Barbieri;Juventus;2;6;6;0;0;0;0;0;0;0;0;0;0
D;Bronn;Salernitana;21;5,57;5,43;0;0;0;0;0;0;0;4;1;0
D;Hendry;Cremonese;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0
D;Conti;Sampdoria;1;6;6;0;0;0;0;0;0;0;0;0;0
D;Mbaye;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Romagnoli S.;Lecce;4;5,62;5,62;0;0;0;0;0;0;0;0;0;0
D;Marrone;Monza;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
D;Radu;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Paletta;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Capradossi;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Florenzi;Milan;4;5,88;5,75;0;0;0;0;0;0;0;1;0;0
D;Sala;Spezia;3;5,83;5,83;0;0;0;0;0;0;0;1;0;0
D;Fares;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Caldara;Spezia;16;5,44;5,12;0;0;0;0;0;0;0;6;0;1
D;Veseli;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Jaroszynski;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Nastasic;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Bettella;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Cassandro;Lecce;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Kumbulla;Roma;5;5,4;5,1;0;0;0;0;0;0;0;1;1;0
D;Cetin;Lecce;1;5;5;0;0;0;0;0;0;0;0;0;0
D;Muldur;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Adopo;Torino;4;5,88;5,75;0;0;0;0;0;0;0;1;0;0
D;Carboni A.;Monza;3;5,33;5,33;0;0;0;0;0;0;0;0;0;0
D;Calafiori;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Vignali;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Amey;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Ferrarini;Monza;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Kamenovic;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Kechrida;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Vina;Roma;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
D;Zima;Torino;8;5,81;5,81;0;0;0;0;0;0;0;0;0;0
D;De Winter;Empoli;13;5,73;5,62;0;0;0;0;0;0;0;3;0;0
D;Zanotti;Inter;1;6;6;0;0;0;0;0;0;0;0;0;0
D;Motoc;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Bertola;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Buta;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Ndiaye;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Fiordaliso;Cremonese;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Ebosse;Udinese;14;5,64;5,54;0;0;0;0;0;0;0;3;0;0
D;Sosa;Bologna;9;5,39;5,28;0;0;0;0;0;0;0;2;0;0
D;Guarino;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Moutinho J.;Spezia;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
D;Zeefuik;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0
D;Carboni F.;Monza;2;6,25;6,25;0;0;0;0;0;0;0;0;0;0
C;Kvaratskhelia;Napoli;34;6,62;7,96;12;0;0;2;2;0;10;1;0;0
C;Zaccagni;Lazio;35;6,54;7,44;10;0;0;1;1;0;6;9;0;0
C;Milinkovic-Savic;Lazio;36;6,25;7,08;9;0;0;0;0;0;8;10;0;0
C;Felipe Anderson;Lazio;38;6,25;7;9;0;0;0;0;0;3;3;0;0
C;El Shaarawy;Roma;26;6,37;7,15;7;0;0;0;0;0;1;3;0;0
C;Rabiot;Juventus;32;6,3;7,03;8;0;0;0;0;0;4;9;0;0
C;Luis Alberto;Lazio;34;6,34;6,93;6;0;0;2;1;1;7;4;0;0
C;Orsolini;Bologna;32;6,16;7,09;11;0;0;3;3;0;2;6;2;0
C;Strefezza;Lecce;34;6,31;6,97;8;0;0;3;2;1;4;5;0;0
C;Koopmeiners;Atalanta;33;6,36;7,14;10;0;0;4;2;2;5;7;0;0
C;Barella;Inter;35;6,26;6,86;6;0;0;0;0;0;6;6;0;0
C;Vlasic;Torino;34;6,22;6,82;5;0;0;0;0;0;6;1;0;0
C;Zielinski;Napoli;37;6,3;6,72;3;0;0;0;0;0;8;3;0;0
C;Pereyra;Udinese;34;6,26;6,69;5;0;0;1;0;1;6;7;0;0
C;Candreva;Salernitana;35;6,21;6,89;7;0;0;0;0;0;4;1;1;0
